id_1,id_2,similarity
b00009vrfk,http://www.google.com/base/feeds/snippets/12049235575237146821,0.9647823911955982
b000hysu2y,http://www.google.com/base/feeds/snippets/18409957880168870961,0.9614668882176661
b000fbk6gc,http://www.google.com/base/feeds/snippets/18446612824766852081,0.9531523218750546
b000t9luce,http://www.google.com/base/feeds/snippets/18388359068656820969,0.9518035509635998
b000gaoo7y,http://www.google.com/base/feeds/snippets/18384280629938052082,0.9509841215209869
b000ayfpkq,http://www.google.com/base/feeds/snippets/12780505155276594892,0.9507977444809892
b000p4v8am,http://www.google.com/base/feeds/snippets/17411076438303340250,0.9506266869250597
b0007g9760,http://www.google.com/base/feeds/snippets/11567429261409321598,0.9496482043416757
b000ro5o78,http://www.google.com/base/feeds/snippets/18370662348326877910,0.9483033981987519
b000hbxjxc,http://www.google.com/base/feeds/snippets/11125907881740407428,0.9470485585849818
b000ibfix0,http://www.google.com/base/feeds/snippets/11644373176556982932,0.9448621553884714
b000b45pkk,http://www.google.com/base/feeds/snippets/9803504071402999218,0.9448621553884713
b000e0tcj6,http://www.google.com/base/feeds/snippets/12583145395024390893,0.9431683109148574
b00009adf3,http://www.google.com/base/feeds/snippets/10843999530069218918,0.9429355444050943
b000gsa7wc,http://www.google.com/base/feeds/snippets/9386459009047752378,0.942383140211332
b000hlt5hq,http://www.google.com/base/feeds/snippets/14850746046276671647,0.9421222821120069
b00030fsyk,http://www.google.com/base/feeds/snippets/9843714299914050934,0.942113675585236
b00069e7ko,http://www.google.com/base/feeds/snippets/13726998241496860922,0.9419743778541209
b00083grii,http://www.google.com/base/feeds/snippets/13276293278980872969,0.9413282729505975
b0002667rc,http://www.google.com/base/feeds/snippets/10995621697768374915,0.9407810036028859
b000gkshi6,http://www.google.com/base/feeds/snippets/14174433007580264947,0.9396738528840446
b000fu3dn6,http://www.google.com/base/feeds/snippets/10933188323488204533,0.9387040707781138
b000byr41s,http://www.google.com/base/feeds/snippets/15073619810931989068,0.9367495094325369
b00070j14y,http://www.google.com/base/feeds/snippets/12598805267732599375,0.9359359359359362
b000axs7vg,http://www.google.com/base/feeds/snippets/10652699125779985481,0.9358717434869743
b00009apiu,http://www.google.com/base/feeds/snippets/15486017920946935068,0.9349695091724051
b000aa878m,http://www.google.com/base/feeds/snippets/16354170032183470835,0.9349472966532851
b0003517ls,http://www.google.com/base/feeds/snippets/11976142486373245711,0.9341022701345988
b000ic4f1u,http://www.google.com/base/feeds/snippets/10023413211060238963,0.9331340096649189
b000ggmbhi,http://www.google.com/base/feeds/snippets/13635233890006695775,0.9324911952712178
b000kg86b4,http://www.google.com/base/feeds/snippets/18360175926672582960,0.9302289220790243
b000ema3zq,http://www.google.com/base/feeds/snippets/11599304001520708679,0.9294398451732377
b000exu9ay,http://www.google.com/base/feeds/snippets/18430618972729825710,0.9288696879890121
b000e0f3yo,http://www.google.com/base/feeds/snippets/10305340032656039276,0.9275187969924815
b000pgq8sm,http://www.google.com/base/feeds/snippets/8648200549603855201,0.9268488817930838
b000pgs3cq,http://www.google.com/base/feeds/snippets/5631550280326312479,0.9255721549446779
b0000ycfdg,http://www.google.com/base/feeds/snippets/13728717906019565465,0.9244813416748152
b000bndghk,http://www.google.com/base/feeds/snippets/18427441766979913551,0.9230058456138605
b000o24l3q,http://www.google.com/base/feeds/snippets/5181661570525386541,0.9226638649118638
b000ofnrhy,http://www.google.com/base/feeds/snippets/9526578983773698753,0.9225706588882421
b000ro5o7s,http://www.google.com/base/feeds/snippets/12991998923940483779,0.9202973906670302
b000f6ws54,http://www.google.com/base/feeds/snippets/13704505045182265069,0.9202929497351614
b000i7zabo,http://www.google.com/base/feeds/snippets/17479437813216357894,0.9186851805445226
b0008ews6w,http://www.google.com/base/feeds/snippets/11041238021562109147,0.9186575086106372
b000hlt4y0,http://www.google.com/base/feeds/snippets/18368153783802816439,0.9184709379069302
b0006ni698,http://www.google.com/base/feeds/snippets/11865417944403325412,0.9183105493550479
b000056b62,http://www.google.com/base/feeds/snippets/18446496383812786183,0.9168170315207635
b0002qnd2y,http://www.google.com/base/feeds/snippets/975032998818002648,0.9160556670889844
b000enucs8,http://www.google.com/base/feeds/snippets/4968803125750101769,0.9155774458032767
b000o27t8a,http://www.google.com/base/feeds/snippets/18195626752396679157,0.9153143896306808
b000ndib8m,http://www.google.com/base/feeds/snippets/10834301366840736522,0.914138604598495
b00029bosq,http://www.google.com/base/feeds/snippets/10898705926445837951,0.9130296678601006
b0008glgrm,http://www.google.com/base/feeds/snippets/4178014773187756948,0.9121406089597457
b0008glgmc,http://www.google.com/base/feeds/snippets/11641601394104549163,0.9107151460345315
b000ivkrww,http://www.google.com/base/feeds/snippets/18393792313881524360,0.9099280591403823
b000068xo6,http://www.google.com/base/feeds/snippets/13369356481632433699,0.9093676194607526
b0008glghc,http://www.google.com/base/feeds/snippets/2838840999646798655,0.9090209108824923
b000o26lo8,http://www.google.com/base/feeds/snippets/7972469902462196789,0.9078896652470924
b000oftj8u,http://www.google.com/base/feeds/snippets/4224056639442959853,0.9078847578728021
